symbol,signal_ms,signal_iso,entry_ms,entry_iso,exit_ms,exit_iso,tclass,side,entry,stop,target,exit_price,exit_reason,R,ambiguous
XLMUSDT,1715844599999,2024-05-16T07:29:59.999000Z,1715844600000,2024-05-16T07:30:00Z,1715851799999,2024-05-16T09:29:59.999000Z,T+1,LONG,0.10734,0.10700000000000001,0.10812199999999998,0.10700000000000001,SL,-1.0,False
SKLUSDT,1716285599999,2024-05-21T09:59:59.999000Z,1716285600000,2024-05-21T10:00:00Z,1716289199999,2024-05-21T10:59:59.999000Z,NORMAL,LONG,0.08527,0.08445000000000001,0.08715599999999997,0.08715599999999997,TP,2.3,False
LTCUSDT,1716370199999,2024-05-22T09:29:59.999000Z,1716370200000,2024-05-22T09:30:00Z,1716382799999,2024-05-22T12:59:59.999000Z,NORMAL,SHORT,86.81,87.25,85.798,85.798,TP,2.3,False
BAKEUSDT,1716562799999,2024-05-24T14:59:59.999000Z,1716562800000,2024-05-24T15:00:00Z,1716568199999,2024-05-24T16:29:59.999000Z,NORMAL,LONG,0.3306,0.32470000000000004,0.3441699999999999,0.32470000000000004,SL,-1.0,False
AXSUSDT,1716821999999,2024-05-27T14:59:59.999000Z,1716822000000,2024-05-27T15:00:00Z,1716829199999,2024-05-27T16:59:59.999000Z,NORMAL,LONG,7.88901,7.821990000000001,8.043155999999996,8.043155999999996,TP,2.3,False
XMRUSDT,1716827399999,2024-05-27T16:29:59.999000Z,1716827400000,2024-05-27T16:30:00Z,1716834599999,2024-05-27T18:29:59.999000Z,NORMAL,LONG,143.60999999999999,143.09,144.80599999999995,143.09,SL,-1.0,False
DOTUSDT,1716881399999,2024-05-28T07:29:59.999000Z,1716881400000,2024-05-28T07:30:00Z,1716886799999,2024-05-28T08:59:59.999000Z,NORMAL,SHORT,7.325,7.4110000000000005,7.127199999999999,7.4110000000000005,SL,-1.0,False
XMRUSDT,1716886799999,2024-05-28T08:59:59.999000Z,1716886800000,2024-05-28T09:00:00Z,1716892199999,2024-05-28T10:29:59.999000Z,NORMAL,LONG,144.60999999999999,143.62,146.88699999999994,143.62,SL,-1.0,False
LPTUSDT,1716992999999,2024-05-29T14:29:59.999000Z,1716993000000,2024-05-29T14:30:00Z,1717001999999,2024-05-29T16:59:59.999000Z,NORMAL,SHORT,21.131999999999998,21.425,20.45809999999999,21.425,SL,-1.0,False
BAKEUSDT,1717088399999,2024-05-30T16:59:59.999000Z,1717088400000,2024-05-30T17:00:00Z,1717090199999,2024-05-30T17:29:59.999000Z,NORMAL,LONG,0.3123,0.3098,0.31805,0.3098,SL,-1.0,False
TRXUSDT,1717088399999,2024-05-30T16:59:59.999000Z,1717088400000,2024-05-30T17:00:00Z,1717099199999,2024-05-30T19:59:59.999000Z,NORMAL,LONG,0.11203,0.11190000000000001,0.11232899999999998,0.11190000000000001,SL,-1.0,False
CRVUSDT,1718639999999,2024-06-17T15:59:59.999000Z,1718640000000,2024-06-17T16:00:00Z,1718643599999,2024-06-17T16:59:59.999000Z,NORMAL,SHORT,0.309,0.318,0.2883,0.318,SL,-1.0,False
AAVEUSDT,1718783999999,2024-06-19T07:59:59.999000Z,1718784000000,2024-06-19T08:00:00Z,1718787599999,2024-06-19T08:59:59.999000Z,NORMAL,LONG,87.631,86.79899999999999,89.54460000000002,86.79899999999999,SL,-1.0,False
DOTUSDT,1718789399999,2024-06-19T09:29:59.999000Z,1718789400000,2024-06-19T09:30:00Z,1718791199999,2024-06-19T09:59:59.999000Z,NORMAL,LONG,5.976000000000001,5.935,6.070300000000004,5.935,SL,-1.0,False
KNCUSDT,1718814599999,2024-06-19T16:29:59.999000Z,1718814600000,2024-06-19T16:30:00Z,1718823599999,2024-06-19T18:59:59.999000Z,NORMAL,LONG,0.59111,0.5813900000000001,0.613466,0.5813900000000001,SL,-1.0,False
MKRUSDT,1719311399999,2024-06-25T10:29:59.999000Z,1719311400000,2024-06-25T10:30:00Z,1719316799999,2024-06-25T11:59:59.999000Z,NORMAL,LONG,2274.11,2253.89,2320.616000000001,2320.616000000001,TP,2.3,False
DASHUSDT,1719313199999,2024-06-25T10:59:59.999000Z,1719313200000,2024-06-25T11:00:00Z,1719322199999,2024-06-25T13:29:59.999000Z,NORMAL,LONG,23.770000000000003,23.65,24.046000000000014,23.65,SL,-1.0,False
AVAXUSDT,1719329399999,2024-06-25T15:29:59.999000Z,1719329400000,2024-06-25T15:30:00Z,1719334799999,2024-06-25T16:59:59.999000Z,NORMAL,LONG,25.5931,25.3629,26.12256,25.3629,SL,-1.0,False
BCHUSDT,1719329399999,2024-06-25T15:29:59.999000Z,1719329400000,2024-06-25T15:30:00Z,1719358199999,2024-06-25T23:29:59.999000Z,NORMAL,LONG,391.13,385.59000000000003,403.8719999999999,386.96,SESSION,-0.7527075812274446,False
BTCUSDT,1719329399999,2024-06-25T15:29:59.999000Z,1719329400000,2024-06-25T15:30:00Z,1719340199999,2024-06-25T18:29:59.999000Z,NORMAL,LONG,61850.41,61283.99,63153.176000000014,61283.99,SL,-1.0,False
LPTUSDT,1719331199999,2024-06-25T15:59:59.999000Z,1719331200000,2024-06-25T16:00:00Z,1719358199999,2024-06-25T23:29:59.999000Z,NORMAL,LONG,17.217000000000002,16.994999999999997,17.727600000000013,17.234,SESSION,0.07657657657657246,False
XRPUSDT,1719392399999,2024-06-26T08:59:59.999000Z,1719392400000,2024-06-26T09:00:00Z,1719394199999,2024-06-26T09:29:59.999000Z,NORMAL,SHORT,0.47230000000000005,0.4739,0.4686200000000002,0.4739,SL,-1.0,False
1000SHIBUSDT,1719397799999,2024-06-26T10:29:59.999000Z,1719397800000,2024-06-26T10:30:00Z,1719401399999,2024-06-26T11:29:59.999000Z,NORMAL,SHORT,0.017449999999999997,0.017578,0.01715559999999999,0.017578,SL,-1.0,False
TRXUSDT,1719827999999,2024-07-01T09:59:59.999000Z,1719828000000,2024-07-01T10:00:00Z,1719829799999,2024-07-01T10:29:59.999000Z,NORMAL,LONG,0.12596000000000002,0.12567,0.12662700000000005,0.12662700000000005,TP,2.3,False
KNCUSDT,1721055599999,2024-07-15T14:59:59.999000Z,1721055600000,2024-07-15T15:00:00Z,1721057399999,2024-07-15T15:29:59.999000Z,NORMAL,LONG,0.53831,0.5353900000000001,0.5450259999999996,0.5353900000000001,SL,-1.0,False
MKRUSDT,1721231999999,2024-07-17T15:59:59.999000Z,1721232000000,2024-07-17T16:00:00Z,1721246399999,2024-07-17T19:59:59.999000Z,NORMAL,SHORT,2852.89,2895.51,2754.863999999999,2895.51,SL,-1.0,False
DUSKUSDT,1721233799999,2024-07-17T16:29:59.999000Z,1721233800000,2024-07-17T16:30:00Z,1721244599999,2024-07-17T19:29:59.999000Z,NORMAL,SHORT,0.27452,0.27964000000000006,0.2627439999999998,0.27964000000000006,SL,-1.0,False
NEARUSDT,1721298599999,2024-07-18T10:29:59.999000Z,1721298600000,2024-07-18T10:30:00Z,1721302199999,2024-07-18T11:29:59.999000Z,NORMAL,SHORT,6.0079,6.0841,5.8326400000000005,6.0841,SL,-1.0,False
XMRUSDT,1721721599999,2024-07-23T07:59:59.999000Z,1721721600000,2024-07-23T08:00:00Z,1721726999999,2024-07-23T09:29:59.999000Z,NORMAL,SHORT,158.9,159.79999999999998,156.83000000000007,159.79999999999998,SL,-1.0,False
QTUMUSDT,1722250799999,2024-07-29T10:59:59.999000Z,1722250800000,2024-07-29T11:00:00Z,1722252599999,2024-07-29T11:29:59.999000Z,NORMAL,LONG,2.778,2.765,2.8078999999999996,2.765,SL,-1.0,False
ZECUSDT,1722959999999,2024-08-06T15:59:59.999000Z,1722960000000,2024-08-06T16:00:00Z,1722985199999,2024-08-06T22:59:59.999000Z,NORMAL,LONG,32.71,31.86,34.665000000000006,31.86,SL,-1.0,False
PEOPLEUSDT,1723127399999,2024-08-08T14:29:59.999000Z,1723127400000,2024-08-08T14:30:00Z,1723157999999,2024-08-08T22:59:59.999000Z,NORMAL,LONG,0.05831000000000001,0.05706,0.061185000000000024,0.061185000000000024,TP,2.3,False
ETCUSDT,1723129199999,2024-08-08T14:59:59.999000Z,1723129200000,2024-08-08T15:00:00Z,1723134599999,2024-08-08T16:29:59.999000Z,NORMAL,LONG,18.999000000000002,18.846999999999998,19.348600000000012,19.348600000000012,TP,2.3,False
NEARUSDT,1723132799999,2024-08-08T15:59:59.999000Z,1723132800000,2024-08-08T16:00:00Z,1723157999999,2024-08-08T22:59:59.999000Z,NORMAL,LONG,3.9141000000000004,3.8479,4.066360000000001,4.066360000000001,TP,2.3,False
AAVEUSDT,1723201199999,2024-08-09T10:59:59.999000Z,1723201200000,2024-08-09T11:00:00Z,1723213799999,2024-08-09T14:29:59.999000Z,NORMAL,SHORT,95.809,96.611,93.96439999999998,96.611,SL,-1.0,False
KNCUSDT,1723217399999,2024-08-09T15:29:59.999000Z,1723217400000,2024-08-09T15:30:00Z,1723242599999,2024-08-09T22:29:59.999000Z,NORMAL,SHORT,0.42959,0.43331000000000003,0.421034,0.4305,EMA,-0.2446236559139694,False
PEOPLEUSDT,1724147999999,2024-08-20T09:59:59.999000Z,1724148000000,2024-08-20T10:00:00Z,1724151599999,2024-08-20T10:59:59.999000Z,NORMAL,LONG,0.05720000000000001,0.056440000000000004,0.058948000000000014,0.056440000000000004,SL,-1.0,False
ZENUSDT,1724169599999,2024-08-20T15:59:59.999000Z,1724169600000,2024-08-20T16:00:00Z,1724176799999,2024-08-20T17:59:59.999000Z,NORMAL,SHORT,7.604,7.682,7.4246,7.682,SL,-1.0,False
DASHUSDT,1724171399999,2024-08-20T16:29:59.999000Z,1724171400000,2024-08-20T16:30:00Z,1724185799999,2024-08-20T20:29:59.999000Z,NORMAL,SHORT,25.169999999999998,25.35,24.75599999999999,25.35,SL,-1.0,False
SANDUSDT,1724225399999,2024-08-21T07:29:59.999000Z,1724225400000,2024-08-21T07:30:00Z,1724228999999,2024-08-21T08:29:59.999000Z,NORMAL,LONG,0.26511,0.26359,0.26860600000000007,0.26359,SL,-1.0,False
TRXUSDT,1724228999999,2024-08-21T08:29:59.999000Z,1724229000000,2024-08-21T08:30:00Z,1724246999999,2024-08-21T13:29:59.999000Z,NORMAL,LONG,0.16296000000000002,0.16096,0.1675600000000001,0.16096,SL,-1.0,False
FILUSDT,1724313599999,2024-08-22T07:59:59.999000Z,1724313600000,2024-08-22T08:00:00Z,1724324399999,2024-08-22T10:59:59.999000Z,NORMAL,LONG,3.854,3.834,3.9,3.9,TP,2.3,False
TRBUSDT,1724426999999,2024-08-23T15:29:59.999000Z,1724427000000,2024-08-23T15:30:00Z,1724455799999,2024-08-23T23:29:59.999000Z,NORMAL,LONG,73.239,70.76299999999999,78.93380000000003,75.02,SESSION,0.7193053311793143,False
DOTUSDT,1724657399999,2024-08-26T07:29:59.999000Z,1724657400000,2024-08-26T07:30:00Z,1724668199999,2024-08-26T10:29:59.999000Z,NORMAL,SHORT,4.718,4.764,4.6122,4.764,SL,-1.0,False
TRXUSDT,1724668199999,2024-08-26T10:29:59.999000Z,1724668200000,2024-08-26T10:30:00Z,1724675399999,2024-08-26T12:29:59.999000Z,NORMAL,LONG,0.16835000000000003,0.16711,0.17120200000000008,0.16711,SL,-1.0,False
DOTUSDT,1724669999999,2024-08-26T10:59:59.999000Z,1724670000000,2024-08-26T11:00:00Z,1724686199999,2024-08-26T15:29:59.999000Z,NORMAL,SHORT,4.72,4.755000000000001,4.639499999999997,4.639499999999997,TP,2.3,False
BCHUSDT,1724770799999,2024-08-27T14:59:59.999000Z,1724770800000,2024-08-27T15:00:00Z,1724794199999,2024-08-27T21:29:59.999000Z,NORMAL,SHORT,337.7,339.82,332.82399999999996,332.82399999999996,TP,2.3,False
1000SHIBUSDT,1724916599999,2024-08-29T07:29:59.999000Z,1724916600000,2024-08-29T07:30:00Z,1724920199999,2024-08-29T08:29:59.999000Z,NORMAL,LONG,0.01415,0.014058,0.014361599999999999,0.014058,SL,-1.0,False
ADAUSDT,1724918399999,2024-08-29T07:59:59.999000Z,1724918400000,2024-08-29T08:00:00Z,1724923799999,2024-08-29T09:29:59.999000Z,NORMAL,LONG,0.35821000000000003,0.35669,0.3617060000000001,0.3617060000000001,TP,2.3,False
DUSKUSDT,1724929199999,2024-08-29T10:59:59.999000Z,1724929200000,2024-08-29T11:00:00Z,1724938199999,2024-08-29T13:29:59.999000Z,NORMAL,LONG,0.21506000000000003,0.21235,0.22129300000000007,0.22129300000000007,TP,2.3,False
UNIUSDT,1725348599999,2024-09-03T07:29:59.999000Z,1725348600000,2024-09-03T07:30:00Z,1725353999999,2024-09-03T08:59:59.999000Z,NORMAL,LONG,6.2631,6.200900000000001,6.406159999999997,6.200900000000001,SL,-1.0,False
LINKUSDT,1725355799999,2024-09-03T09:29:59.999000Z,1725355800000,2024-09-03T09:30:00Z,1725357599999,2024-09-03T09:59:59.999000Z,NORMAL,SHORT,10.544,10.584,10.452000000000002,10.584,SL,-1.0,False
TRBUSDT,1725377399999,2024-09-03T15:29:59.999000Z,1725377400000,2024-09-03T15:30:00Z,1725389999999,2024-09-03T18:59:59.999000Z,NORMAL,SHORT,57.133,57.8,55.598900000000015,57.8,SL,-1.0,False
DUSKUSDT,1726480799999,2024-09-16T09:59:59.999000Z,1726480800000,2024-09-16T10:00:00Z,1726496999999,2024-09-16T14:29:59.999000Z,NORMAL,SHORT,0.1988,0.20073000000000002,0.19436099999999998,0.19436099999999998,TP,2.3,False
FILUSDT,1726496999999,2024-09-16T14:29:59.999000Z,1726497000000,2024-09-16T14:30:00Z,1726509599999,2024-09-16T17:59:59.999000Z,NORMAL,SHORT,3.3810000000000002,3.42,3.291300000000001,3.42,SL,-1.0,False
PEOPLEUSDT,1726496999999,2024-09-16T14:29:59.999000Z,1726497000000,2024-09-16T14:30:00Z,1726529399999,2024-09-16T23:29:59.999000Z,NORMAL,SHORT,0.05537,0.05641000000000001,0.05297799999999999,0.05524,SESSION,0.12500000000000416,False
ZENUSDT,1726496999999,2024-09-16T14:29:59.999000Z,1726497000000,2024-09-16T14:30:00Z,1726509599999,2024-09-16T17:59:59.999000Z,NORMAL,SHORT,7.66,7.743,7.4691,7.743,SL,-1.0,False
DOGEUSDT,1726502399999,2024-09-16T15:59:59.999000Z,1726502400000,2024-09-16T16:00:00Z,1726529399999,2024-09-16T23:29:59.999000Z,NORMAL,SHORT,0.099839,0.100671,0.0979254,0.09954,SESSION,0.35937499999999273,False
LPTUSDT,1726502399999,2024-09-16T15:59:59.999000Z,1726502400000,2024-09-16T16:00:00Z,1726518599999,2024-09-16T20:29:59.999000Z,NORMAL,SHORT,11.612,11.708,11.3912,11.3912,TP,2.3,False
ETCUSDT,1726824599999,2024-09-20T09:29:59.999000Z,1726824600000,2024-09-20T09:30:00Z,1726831799999,2024-09-20T11:29:59.999000Z,T+1,LONG,19.239,19.122999999999998,19.505800000000008,19.122999999999998,SL,-1.0,False
TRBUSDT,1726828199999,2024-09-20T10:29:59.999000Z,1726828200000,2024-09-20T10:30:00Z,1726831799999,2024-09-20T11:29:59.999000Z,T+1,LONG,70.453,69.723,72.132,69.723,SL,-1.0,False
RUNEUSDT,1726851599999,2024-09-20T16:59:59.999000Z,1726851600000,2024-09-20T17:00:00Z,1726858799999,2024-09-20T18:59:59.999000Z,T+1,SHORT,4.3859,4.4111,4.327940000000001,4.4111,SL,-1.0,False
AVAXUSDT,1727348399999,2024-09-26T10:59:59.999000Z,1727348400000,2024-09-26T11:00:00Z,1727357399999,2024-09-26T13:29:59.999000Z,NORMAL,LONG,28.1871,28.024900000000002,28.560159999999996,28.560159999999996,TP,2.3,False
ZECUSDT,1727364599999,2024-09-26T15:29:59.999000Z,1727364600000,2024-09-26T15:30:00Z,1727393399999,2024-09-26T23:29:59.999000Z,NORMAL,LONG,30.37,29.81,31.658000000000005,29.81,SL,-1.0,False
LINKUSDT,1727366399999,2024-09-26T15:59:59.999000Z,1727366400000,2024-09-26T16:00:00Z,1727373599999,2024-09-26T17:59:59.999000Z,NORMAL,LONG,12.645,12.523000000000001,12.925599999999996,12.523000000000001,SL,-1.0,False
SKLUSDT,1727368199999,2024-09-26T16:29:59.999000Z,1727368200000,2024-09-26T16:30:00Z,1727373599999,2024-09-26T17:59:59.999000Z,NORMAL,LONG,0.039150000000000004,0.03886,0.03981700000000002,0.03886,SL,-1.0,False
DOGEUSDT,1727452799999,2024-09-27T15:59:59.999000Z,1727452800000,2024-09-27T16:00:00Z,1727454599999,2024-09-27T16:29:59.999000Z,NORMAL,LONG,0.126961,0.125459,0.1304156,0.125459,SL,-1.0,False
TRBUSDT,1727684999999,2024-09-30T08:29:59.999000Z,1727685000000,2024-09-30T08:30:00Z,1727692199999,2024-09-30T10:29:59.999000Z,NORMAL,SHORT,71.357,72.358,69.05469999999998,69.05469999999998,TP,2.3,False
ETCUSDT,1727693999999,2024-09-30T10:59:59.999000Z,1727694000000,2024-09-30T11:00:00Z,1727695799999,2024-09-30T11:29:59.999000Z,NORMAL,SHORT,19.761,19.862000000000002,19.528699999999994,19.862000000000002,SL,-1.0,False
SOLUSDT,1727778599999,2024-10-01T10:29:59.999000Z,1727778600000,2024-10-01T10:30:00Z,1727783999999,2024-10-01T11:59:59.999000Z,NORMAL,LONG,157.0591,156.4459,158.46946000000003,156.4459,SL,-1.0,False
ZENUSDT,1727792999999,2024-10-01T14:29:59.999000Z,1727793000000,2024-10-01T14:30:00Z,1727796599999,2024-10-01T15:29:59.999000Z,NORMAL,SHORT,7.914,7.9910000000000005,7.736899999999998,7.736899999999998,TP,2.3,False
ONTUSDT,1728631799999,2024-10-11T07:29:59.999000Z,1728631800000,2024-10-11T07:30:00Z,1728642599999,2024-10-11T10:29:59.999000Z,T+1,LONG,0.1851,0.18420000000000003,0.1871699999999999,0.1871699999999999,TP,2.3,False
SKLUSDT,1728637199999,2024-10-11T08:59:59.999000Z,1728637200000,2024-10-11T09:00:00Z,1728642599999,2024-10-11T10:29:59.999000Z,T+1,LONG,0.034640000000000004,0.03436,0.03528400000000001,0.03528400000000001,TP,2.3,False
AVAXUSDT,1728638999999,2024-10-11T09:29:59.999000Z,1728639000000,2024-10-11T09:30:00Z,1728660599999,2024-10-11T15:29:59.999000Z,T+1,LONG,26.4281,26.291900000000002,26.741359999999997,26.741359999999997,TP,2.3,False
NEARUSDT,1728638999999,2024-10-11T09:29:59.999000Z,1728639000000,2024-10-11T09:30:00Z,1728664199999,2024-10-11T16:29:59.999000Z,T+1,LONG,4.7051,4.6629000000000005,4.802159999999998,4.802159999999998,TP,2.3,False
TRBUSDT,1728638999999,2024-10-11T09:29:59.999000Z,1728639000000,2024-10-11T09:30:00Z,1728651599999,2024-10-11T12:59:59.999000Z,T+1,LONG,62.272,61.789,63.38289999999999,61.789,SL,-1.0,False
RVNUSDT,1728640799999,2024-10-11T09:59:59.999000Z,1728640800000,2024-10-11T10:00:00Z,1728660599999,2024-10-11T15:29:59.999000Z,T+1,LONG,0.01628,0.016130000000000002,0.016624999999999994,0.016624999999999994,TP,2.3,False
COTIUSDT,1728890999999,2024-10-14T07:29:59.999000Z,1728891000000,2024-10-14T07:30:00Z,1728898199999,2024-10-14T09:29:59.999000Z,NORMAL,LONG,0.10355,0.10292000000000001,0.10499899999999998,0.10292000000000001,SL,-1.0,False
DOTUSDT,1728892799999,2024-10-14T07:59:59.999000Z,1728892800000,2024-10-14T08:00:00Z,1728898199999,2024-10-14T09:29:59.999000Z,NORMAL,LONG,4.275,4.249,4.334800000000002,4.249,SL,-1.0,False
XRPUSDT,1728898199999,2024-10-14T09:29:59.999000Z,1728898200000,2024-10-14T09:30:00Z,1728916199999,2024-10-14T14:29:59.999000Z,NORMAL,LONG,0.5391,0.5368,0.5443899999999999,0.5443899999999999,TP,2.3,False
BCHUSDT,1728899999999,2024-10-14T09:59:59.999000Z,1728900000000,2024-10-14T10:00:00Z,1728908999999,2024-10-14T12:29:59.999000Z,NORMAL,LONG,330.13,328.49,333.902,328.49,SL,-1.0,False
LTCUSDT,1728919799999,2024-10-14T15:29:59.999000Z,1728919800000,2024-10-14T15:30:00Z,1728926999999,2024-10-14T17:29:59.999000Z,NORMAL,LONG,66.81,66.49,67.54600000000002,66.49,SL,-1.0,False
AVAXUSDT,1729063799999,2024-10-16T07:29:59.999000Z,1729063800000,2024-10-16T07:30:00Z,1729072799999,2024-10-16T09:59:59.999000Z,NORMAL,SHORT,27.2709,27.5881,26.54134,27.5881,SL,-1.0,False
SKLUSDT,1729069199999,2024-10-16T08:59:59.999000Z,1729069200000,2024-10-16T09:00:00Z,1729078199999,2024-10-16T11:29:59.999000Z,NORMAL,SHORT,0.03778,0.03801000000000001,0.037250999999999986,0.03801000000000001,SL,-1.0,False
DOTUSDT,1729236599999,2024-10-18T07:29:59.999000Z,1729236600000,2024-10-18T07:30:00Z,1729240199999,2024-10-18T08:29:59.999000Z,NORMAL,LONG,4.2620000000000005,4.2459999999999996,4.298800000000003,4.2459999999999996,SL,-1.0,False
1000SHIBUSDT,1729522799999,2024-10-21T14:59:59.999000Z,1729522800000,2024-10-21T15:00:00Z,1729533599999,2024-10-21T17:59:59.999000Z,NORMAL,SHORT,0.018264999999999997,0.018397,0.01796139999999999,0.018397,SL,-1.0,False
RUNEUSDT,1729522799999,2024-10-21T14:59:59.999000Z,1729522800000,2024-10-21T15:00:00Z,1729526399999,2024-10-21T15:59:59.999000Z,NORMAL,SHORT,4.9069,4.9561,4.793740000000001,4.9561,SL,-1.0,False
DOTUSDT,1729528199999,2024-10-21T16:29:59.999000Z,1729528200000,2024-10-21T16:30:00Z,1729531799999,2024-10-21T17:29:59.999000Z,NORMAL,SHORT,4.343999999999999,4.381,4.258899999999998,4.381,SL,-1.0,False
KNCUSDT,1729587599999,2024-10-22T08:59:59.999000Z,1729587600000,2024-10-22T09:00:00Z,1729621799999,2024-10-22T18:29:59.999000Z,NORMAL,SHORT,0.44749,0.45141000000000003,0.4384739999999999,0.4492,EMA,-0.4362244897959118,False
TRBUSDT,1729672199999,2024-10-23T08:29:59.999000Z,1729672200000,2024-10-23T08:30:00Z,1729702799999,2024-10-23T16:59:59.999000Z,NORMAL,SHORT,64.083,64.876,62.25909999999998,62.25909999999998,TP,2.3,False
ONTUSDT,1729673999999,2024-10-23T08:59:59.999000Z,1729674000000,2024-10-23T09:00:00Z,1729697399999,2024-10-23T15:29:59.999000Z,NORMAL,SHORT,0.19200000000000003,0.1945,0.18625000000000008,0.18625000000000008,TP,2.3,False
SKLUSDT,1729841399999,2024-10-25T07:29:59.999000Z,1729841400000,2024-10-25T07:30:00Z,1729846799999,2024-10-25T08:59:59.999000Z,NORMAL,SHORT,0.03738,0.037820000000000006,0.03636799999999998,0.037820000000000006,SL,-1.0,False
AXSUSDT,1730134799999,2024-10-28T16:59:59.999000Z,1730134800000,2024-10-28T17:00:00Z,1730143799999,2024-10-28T19:29:59.999000Z,NORMAL,SHORT,4.67299,4.71701,4.571744000000001,4.71701,SL,-1.0,False
DUSKUSDT,1730134799999,2024-10-28T16:59:59.999000Z,1730134800000,2024-10-28T17:00:00Z,1730136599999,2024-10-28T17:29:59.999000Z,NORMAL,SHORT,0.16469,0.16623000000000002,0.16114799999999999,0.16623000000000002,SL,-1.0,False
RVNUSDT,1730190599999,2024-10-29T08:29:59.999000Z,1730190600000,2024-10-29T08:30:00Z,1730194199999,2024-10-29T09:29:59.999000Z,NORMAL,LONG,0.017730000000000003,0.01759,0.018052000000000006,0.018052000000000006,TP,2.3,False
1000SHIBUSDT,1730215799999,2024-10-29T15:29:59.999000Z,1730215800000,2024-10-29T15:30:00Z,1730219399999,2024-10-29T16:29:59.999000Z,NORMAL,LONG,0.018869,0.018652,0.019368100000000006,0.019368100000000006,TP,2.3,False
DOGEUSDT,1730215799999,2024-10-29T15:29:59.999000Z,1730215800000,2024-10-29T15:30:00Z,1730219399999,2024-10-29T16:29:59.999000Z,NORMAL,LONG,0.16997099999999998,0.167619,0.17538059999999997,0.17538059999999997,TP,2.3,False
XLMUSDT,1730793599999,2024-11-05T07:59:59.999000Z,1730793600000,2024-11-05T08:00:00Z,1730831399999,2024-11-05T18:29:59.999000Z,NORMAL,LONG,0.09241,0.09191,0.09356,0.09356,TP,2.3,False
DOTUSDT,1730797199999,2024-11-05T08:59:59.999000Z,1730797200000,2024-11-05T09:00:00Z,1730802599999,2024-11-05T10:29:59.999000Z,NORMAL,LONG,3.847,3.8230000000000004,3.902199999999999,3.8230000000000004,SL,-1.0,False
BNBUSDT,1730822399999,2024-11-05T15:59:59.999000Z,1730822400000,2024-11-05T16:00:00Z,1730836799999,2024-11-05T19:59:59.999000Z,NORMAL,LONG,565.521,562.0590000000001,573.4835999999997,562.0590000000001,SL,-1.0,False
BTCUSDT,1730822399999,2024-11-05T15:59:59.999000Z,1730822400000,2024-11-05T16:00:00Z,1730836799999,2024-11-05T19:59:59.999000Z,NORMAL,LONG,69738.70999999999,69179.99,71023.76599999996,69179.99,SL,-1.0,False
ICPUSDT,1730822399999,2024-11-05T15:59:59.999000Z,1730822400000,2024-11-05T16:00:00Z,1730849399999,2024-11-05T23:29:59.999000Z,NORMAL,LONG,7.33,7.220000000000001,7.582999999999998,7.389,SESSION,0.5363636363636406,False
SANDUSDT,1730822399999,2024-11-05T15:59:59.999000Z,1730822400000,2024-11-05T16:00:00Z,1730836799999,2024-11-05T19:59:59.999000Z,NORMAL,LONG,0.23681000000000002,0.2346,0.24189300000000005,0.2346,SL,-1.0,False
SOLUSDT,1730822399999,2024-11-05T15:59:59.999000Z,1730822400000,2024-11-05T16:00:00Z,1730836799999,2024-11-05T19:59:59.999000Z,NORMAL,LONG,166.14010000000002,164.5199,169.86656000000005,164.5199,SL,-1.0,False
BAKEUSDT,1730824199999,2024-11-05T16:29:59.999000Z,1730824200000,2024-11-05T16:30:00Z,1730836799999,2024-11-05T19:59:59.999000Z,NORMAL,LONG,0.2213,0.21870000000000003,0.2272799999999999,0.21870000000000003,SL,-1.0,False
KNCUSDT,1730824199999,2024-11-05T16:29:59.999000Z,1730824200000,2024-11-05T16:30:00Z,1730836799999,2024-11-05T19:59:59.999000Z,NORMAL,LONG,0.41351000000000004,0.41079000000000004,0.41976600000000003,0.41079000000000004,SL,-1.0,False
KNCUSDT,1731576599999,2024-11-14T09:29:59.999000Z,1731576600000,2024-11-14T09:30:00Z,1731578399999,2024-11-14T09:59:59.999000Z,T+1,LONG,0.52121,0.5165900000000001,0.5318359999999996,0.5165900000000001,SL,-1.0,False
ICPUSDT,1731598199999,2024-11-14T15:29:59.999000Z,1731598200000,2024-11-14T15:30:00Z,1731603599999,2024-11-14T16:59:59.999000Z,T+1,SHORT,8.01,8.24,7.480999999999999,8.24,SL,-1.0,False
DUSKUSDT,1731914999999,2024-11-18T07:29:59.999000Z,1731915000000,2024-11-18T07:30:00Z,1731916799999,2024-11-18T07:59:59.999000Z,NORMAL,LONG,0.18948000000000004,0.18692,0.19536800000000012,0.19536800000000012,TP,2.3,False
BTCUSDT,1731916799999,2024-11-18T07:59:59.999000Z,1731916800000,2024-11-18T08:00:00Z,1731929399999,2024-11-18T11:29:59.999000Z,NORMAL,LONG,92000.01,91499.99,93150.05599999997,91499.99,SL,-1.0,False
SANDUSDT,1732008599999,2024-11-19T09:29:59.999000Z,1732008600000,2024-11-19T09:30:00Z,1732015799999,2024-11-19T11:29:59.999000Z,NORMAL,SHORT,0.34341,0.34846000000000005,0.3317949999999999,0.34846000000000005,SL,-1.0,False
SOLUSDT,1732181399999,2024-11-21T09:29:59.999000Z,1732181400000,2024-11-21T09:30:00Z,1732183199999,2024-11-21T09:59:59.999000Z,NORMAL,LONG,243.29010000000002,241.8699,246.55656000000008,241.8699,SL,-1.0,False
